Location,Price,Area,NumberBed,NumberToilet,HuongNha,HuongBanCong,NoiThat,Chudautu,QuyMo,ViDo,KinhDo,LoaiTin,Quan
"
        Dự án The Golden An Khánh, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1300000000.0,67.0,2,2,Tây-Bắc,Đông-Nam,"Nội thất gần như đầy đủ: Tủ bếp, 2 điều hòa, tủ lạnh, máy giặt, nóng lạnh, tủ giày, rèm, giàn phơi, thiết bị vệ sinh, nóng lạnh.",Công ty CP Sông Đà - Hoàng Long ,"Bao gồm 3 tòa tháp 18T1, 18T2, 40T",20.9994716644287,105.72045135497999,Tin thường,Hoài Đức
"
        Dự án Vinhomes West Point, Đường Phạm Hùng, Phường Mễ Trì, Nam Từ Liêm, Hà Nội
    ",5400000000.0,135.0,4,3,Tây-Bắc,Đông-Nam,,Tập đoàn Vingroup,3 tòa tháp cao tầng và trung tâm thương mại,21.0363712310791,105.780860900879,Tin thường,Nam Từ Liêm
"
        Dự án Golden Park Tower, Đường Phạm Văn Bạch, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",4000000000.0,95.6,3,2,Đông-Nam,Tây-Bắc,Full nội thất cao cấp liền tường,,"4 tầng hầm, 45 tầng nổi với 410 căn hộ cao cấp",21.0240802764893,105.78963470459,Tin thường,Cầu Giấy
"
        Dự án Star Tower, Đường Dương Đình Nghệ, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",4000000000.0,144.0,3,2,Đông-Nam,Tây-Bắc,Nhà đẹp đủ đồ,Công ty CP Tòa nhà CFTD-VLA,Gồm: 25 tầng,21.024976730346697,105.791229248047,Tin thường,Cầu Giấy
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1550000000.0,59.0,2,1,Đông-Nam,Tây-Bắc,"Nội thất: Trần, sàn gỗ, thiết bị ánh sáng, thiết bị vệ sinh, điều hòa, cửa, chuông hiển thị hình ảnh.",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Chung cư Ban cơ yếu Chính phủ, Đường Lê Văn Lương, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",3300000000.0,124.5,3,2,Tây-Bắc,Đông-Nam,,Tổng công ty đầu tư phát triển nhà và đô thị Bộ Quốc Phòng,4 tòa chung cư,20.993579864502,105.79821014404301,Tin thường,Thanh Xuân
"
        Dự án Phú Thịnh Green Park, Đường Tô Hiệu, Phường Hà Cầu, Hà Đông, Hà Nội
    ",1800000000.0,82.0,2,2,Tây-Bắc,Đông-Nam,Nội thất cơ bản chủ đầu tư.,,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",20.96728515625,105.778175354004,Tin thường,Hà Đông
"
        Dự án The Manor, đường Mễ Trì, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội
    ",4500000000.0,106.0,2,2,Tây-Bắc,Đông-Nam,"Thay toàn bộ điều hòa, làm lại nhà vệ sinh với thiết bị Kohler, làm lại khu bếp, lò nướng, bếp từ, máy rửa bát, làm lại phào chỉ, nội thất nhập cực chất...",Tập đoàn Bitexco,,21.014173507690398,105.77587127685499,Tin thường,Nam Từ Liêm
"
        Dự án The Golden An Khánh, Phố Lê Trọng Tấn, Xã An Khánh, Hoài Đức, Hà Nội
    ",1300000000.0,66.0,2,2,Tây-Bắc,Đông-Nam,,Công ty CP Sông Đà - Hoàng Long ,"Bao gồm 3 tòa tháp 18T1, 18T2, 40T",20.9994716644287,105.72045135497999,Tin thường,Hoài Đức
"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường 5, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1200000000.0,46.0,1,1,Đông-Nam,Tây-Bắc,"Nội thất: Trần, sàn, thiết bị ánh sáng, thiết bị vệ sinh, điều hòa, cửa, chuông hiển thị hình ảnh.",,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án Việt Hưng, Đường Nguyễn Cao Luyện, Phường Giang Biên, Long Biên, Hà Nội
    ",1340000000.0,70.0,2,2,Đông-Nam,Tây-Bắc,,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm biệt thự, đất nền, căn hộ",21.0626907348633,105.90833282470699,Tin thường,Long Biên
"
        Dự án M3 - M4 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3680000000.0,117.0,3,2,Tây-Nam,Đông-Bắc,Nội thất cơ bản.,Tổng Công ty Đầu Tư và Phát Triển Nhà Hà Nội - Handico,1 block 27 tầng,21.0202007293701,105.808876037598,Tin thường,Đống Đa
"
        Dự án Chelsea Park, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",4140000000.0,128.0,3,2,Đông-Bắc,Tây-Nam,,Công ty Xây dựng Dân Dụng,2 tòa cao ốc 17 tầng là tòa Bắc và tòa Nam,21.0190162658691,105.79320526122999,Tin thường,Cầu Giấy
"
        Dự án Vinhomes Ocean Park Gia Lâm, Đường Quốc Lộ 5B, Xã Đa Tốn, Gia Lâm, Hà Nội
    ",1790000000.0,54.9,2,1,Tây-Bắc,Đông-Nam,,,"2.300 căn biệt thự, 66 tòa căn hộ",20.9897538548753,105.94162368774401,Tin thường,Gia Lâm
"
        Dự án KĐT mới Cầu Giấy, Đường Trần Thái Tông, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",2935000000.0,125.0,3,2,Tây-Bắc,Đông-Nam,,Tổng công ty CP Xuất nhập khẩu và Xây dựng Việt Nam,,21.0247650146484,105.785766601563,Tin thường,Cầu Giấy
"
        Dự án Mỹ Đình II, Đường Trần Hữu Dực, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2400000000.0,93.0,3,2,Đông-Nam,Tây-Bắc,Nội thất căn hộ mới 100% đầy đủ nội thất sịn phong cách Châu Âu trẻ trung hiện đại như hình.,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,,21.0315856933594,105.768203735352,Tin thường,Nam Từ Liêm
"
        Dự án Vườn Xuân - 71 Nguyễn Chí Thanh, Đường Nguyễn Chí Thanh, Phường Láng Hạ, Đống Đa, Hà Nội
    ",3100000000.0,110.0,3,2,Tây-Nam,Đông-Bắc,Nội thất đầy đủ.,Công ty CP Xây dựng Công nghiệp - DESCON,,21.024124145507802,105.811195373535,Tin thường,Đống Đa
"
        Dự án HPC Landmark 105, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",2600000000.0,112.0,3,2,Tây-Bắc,Đông-Nam,,Công ty CP Đầu tư Hải Phát,Gồm 2 tòa (1 tòa 35 tầng và 1 tòa 50 tầng),20.973667144775398,105.75871276855499,Tin thường,Hà Đông
"
        Dự án Eco Lake View, Đường Đại Từ, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",1800000000.0,69.0,2,2,Tây,Đông,,Công ty CP Eco Land,"Gồm 2 toà tháp căn hộ HH1, HH2 32 tầng và 1 tòa dịch vụ thương mại 9 tầng",20.973093032836896,105.83837127685499,Tin thường,Hoàng Mai
"
        Dự án Florence Mỹ Đình, Đường Trần Hữu Dực, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",3400000000.0,107.0,3,2,Tây,Đông,NT cơ bản CĐT.,Công ty CP Xây dựng Phục Hưng Holdings,"Gồm 3 tầng hầm, 25 tầng nổi",21.0300979614258,105.761878967285,Tin thường,Nam Từ Liêm
"
        Dự án GoldSilk Complex, 430 Đường Chu Văn An, Phường Vạn Phúc, Hà Đông, Hà Nội
    ",2700000000.0,128.0,4,3,Tây,Đông,,Công ty CP Bất động sản Hanovid,Gồm 01 tổ hợp thương mại và nhà ở gồm 2 tòa nhà tháp cao 32 tầng,20.97843933105469,105.77264404296899,Tin thường,Hà Đông
"
        Phường Hà Cầu, Hà Đông, Hà Nội
    ",1500000000.0,64.0,2,2,Tây,Đông,Nội thất cơ bản chủ đầu tư.,,,20.9669920725565,105.774481999158,Tin thường,Hà Đông
"
        Dự án Green Park Trần Thủ Độ, Đường Trần Thủ Độ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1400000000.0,57.0,2,2,Tây,Đông,,Công ty TNHH MTV đầu tư Phương Đông,"03 tầng hầm, 4 block căn hộ cao từ 24 – 27 tầng",20.9605541229248,105.845962524414,Tin thường,Hoàng Mai
"
        Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội
    ",2500000000.0,91.2,2,2,Tây-Nam,Đông-Bắc,,,"2 nhà cao 30 tầng nối với nhau bằng khối đế 5 tầng, 2 hầm liên thông",21.0004196166992,105.803436279297,Tin thường,Thanh Xuân
"
        Xã Thuỷ Xuân Tiên, Chương Mỹ, Hà Nội
    ",450000000.0,61.0,2,1,Đông-Nam,Tây-Bắc,"Full nội thất đồ gỗ, giường, tủ. Dọn về ở ngay.",,,20.8805461186898,105.584795779657,Tin thường,Chương Mỹ
"
        Dự án Xuân Mai Complex, Đường Tố Hữu, Hà Đông, Hà Nội
    ",1260000000.0,62.64,2,2,Tây-Nam,Đông-Bắc,,Công ty CP Đầu tư và Xây dựng Xuân Mai,,20.9939575195313,105.78890991210899,Tin thường,Hà Đông
"
        Dự án Home City - Trung Kính Complex, Phố Trung Kính, Phường Yên Hòa, Cầu Giấy, Hà Nội
    ",3500000000.0,96.0,3,3,Đông-Nam,Tây-Nam,Đầy đủ nội thất ,Công ty CP Đầu tư Văn Phú - Invest,"4 tòa tháp V1, V2, V3, V4 có chiều cao 25 – 30 tầng (1 tầng hầm)",21.0160980224609,105.79248809814501,Tin thường,Cầu Giấy
"
        Dự án Lộc Ninh Singashine, Đường Quốc lộ 6, Thị trấn Chúc Sơn, Chương Mỹ, Hà Nội
    ",606000000.0,48.86,1,1,Đông-Nam,Tây-Bắc,"Bàn giao nội thất cơ bản gồm: Trần thạch cao, sàn gỗ, thiết bị vệ sinh đầy đủ, cửa chính lõi thép sơn tĩnh điện, thang máy nhập khẩu...",Công ty CP Lộc Ninh,"Gồm 2 tòa tháp cao 19 tầng, 01 tầng hầm",20.9264602661133,105.71282958984399,Tin thường,Chương Mỹ
"
        Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội
    ",1490000000.0,60.0,2,1,Đông-Nam,Tây-Bắc,,,"2.300 căn biệt thự, 66 tòa căn hộ",21.0024147033691,105.964111328125,Tin thường,Gia Lâm
"
        Dự án FLC Star Tower, Đường Quang Trung, Phường Quang Trung, Hà Đông, Hà Nội
    ",1250000000.0,59.0,2,1,Đông-Bắc,Tây-Nam,,Công ty Cổ phần Tập đoàn FLC,"gồm 37 tầng,  4 tầng hầm và 2 tầng trung tâm thương mại",20.9625549316406,105.76525115966801,Tin thường,Hà Đông
"
        Dự án Seasons Avenue, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",3050000000.0,95.0,3,2,Đông,Tây-Bắc,NT CB.,Tập đoàn CapitaLand,"Gồm 4 tòa nhà cao 40 tầng, S1, S2, S3, S4",20.987026214599602,105.786834716797,Tin thường,Hà Đông
"
        Dự án The Pride, Đường Tố Hữu, Phường La Khê, Hà Đông, Hà Nội
    ",1580000000.0,72.9,2,2,Tây-Bắc,Tây-Nam,,Công ty CP Bất động sản Hải Phát,gồm 4 tòa tháp cao từ 35-45 tầng,20.9760246276855,105.761596679688,Tin thường,Hà Đông
"
        Startup Tower, 91, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",1900000000.0,85.0,3,2,Tây-Bắc,Đông-Nam,Đủ nội thất.,,"29 tầng (1 tầng hầm, 1 tầng bán hầm và 2 tầng thương mại)",20.9939002990723,105.76019287109399,Tin thường,Nam Từ Liêm
"
        Startup Tower, 91, Đường Đại Mỗ, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội
    ",1900000000.0,85.0,3,2,Tây-Bắc,Đông-Nam,,,"29 tầng (1 tầng hầm, 1 tầng bán hầm và 2 tầng thương mại)",20.9939002990723,105.76019287109399,Tin thường,Nam Từ Liêm
"
        Dự án Le Capitole, Phố Thái Thịnh, Phường Trung Liệt, Đống Đa, Hà Nội
    ",2700000000.0,56.3,2,1,Tây-Bắc,Đông-Nam,,,1 tòa tháp cao 21 tầng,21.0086898803711,105.820510864258,Tin thường,Đống Đa
"
        Đường Duy Tân, Phường Dịch Vọng, Cầu Giấy, Hà Nội
    ",590000000.0,32.0,1,2,Tây-Bắc,Đông-Nam,,,,21.030927399999996,105.7840373,Tin thường,Cầu Giấy
"
        Đường Võng Thị, Phường Thụy Khuê, Tây Hồ, Hà Nội
    ",850000000.0,33.0,1,1,Tây-Bắc,Đông-Nam,,,,21.051455899999997,105.8109757,Tin thường,Tây Hồ
"
        Unimax Twin Tower, 210, Đường Quang Trung, Phường Phúc La, Hà Đông, Hà Nội
    ",1680000000.0,115.4,3,2,Tây-Bắc,Đông-Nam,Nội thất cơ bản,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,"Tòa tháp đôi cao 39 tầng và 33 tầng, 2 tầng hầm, 5 tầng TTTM",20.967233657836896,105.768295288086,Tin thường,Hà Đông
"
        Phố Bùi Ngọc Dương, Phường Thanh Nhàn, Hai Bà Trưng, Hà Nội
    ",1499000000.0,55.0,2,1,Tây-Bắc,Đông-Nam,,,,21.0023258,105.85371129999999,Tin thường,Hai Bà Trưng
"
        Việt Đức Complex, Thanh Xuân, Hà Nội
    ",2800000000.0,93.0,3,2,Tây-Bắc,Đông-Nam,Cơ bản chủ đầu tư,Công ty CP Tập đoàn Xây dựng và Thiết bị Công nghiệp CIE Corp,Gồm 2 tòa nhà  cao 23 tầng & 2 tòa nhà cao 27 tầng với 3 tầng hầm và 3 tầng văn phòng,20.9996452331543,105.799385070801,Tin thường,Thanh Xuân
"
        Đường Xuân Đỉnh, Phường Xuân Đỉnh, Bắc Từ Liêm, Hà Nội
    ",750000000.0,48.0,1,2,Tây-Bắc,Đông-Nam,"- Sàn gỗ, trần thạch cao, bếp từ, tủ bếp, nóng lạnh, thiết bị vệ sinh,...",,,21.071376100000002,105.7943322,Tin thường,Bắc Từ Liêm
"
        Phố Xã Đàn, Phường Hàng Bột, Đống Đa, Hà Nội
    ",620000000.0,28.0,1,1,Tây-Bắc,Đông-Nam,,,,21.0161963,105.83204340000002,Tin thường,Đống Đa
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",1050000000.0,63.44,2,1,Đông-Nam,Tây-Bắc,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông
"
        Dự án HH4 Linh Đàm, Đường Nguyễn Hữu Thọ, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",980000000.0,56.0,2,2,Tây-Bắc,Tây-Nam,"- Nội thất để lại gồm sàn gỗ, tủ bếp, nóng lạnh, 2 điều hòa.",Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,"Tổng diện tích mặt sàn 87.803m2, gồm 3 tòa chung cư HH4A, HH4B, HH4C",20.963314056396502,105.82673645019501,Tin thường,Hoàng Mai
"
        Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội
    ",950000000.0,47.0,1,2,Tây-Bắc,Đông-Nam,,,,21.019344699999998,105.8342908,Tin thường,Đống Đa
"
        Dự án Booyoung, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2900000000.0,107.35,3,2,Đông-Nam,Tây-Bắc,Full đồ cơ bản,Công ty Booyoung,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,Tin thường,Hà Đông
"
        D’. Le Pont D’or - Hoàng Cầu, 36, Phố Hoàng Cầu, Phường Ô Chợ Dừa, Đống Đa, Hà Nội
    ",5500000000.0,100.0,2,2,Đông-Bắc,Tây-Nam,Full nội thất cao cấp.,Tân Hoàng Minh Group,"Gồm 2 tòa nhà 23 tầng, 4 tầng hầm",21.0194931030273,105.82234191894501,Tin thường,Đống Đa
"
        Dự án Mỹ Đình Pearl, Đường Châu Văn Liêm, Phường Phú Đô, Nam Từ Liêm, Hà Nội.
    ",2750000000.0,72.0,2,2,Tây-Bắc,Đông-Nam,Nhà nội thất đầy đủ sang trọng.,Công ty CP tập đoàn S.S.G,"Gồm khách sạn, văn phòng, căn hộ",21.012432098388697,105.76739501953101,Tin thường,Nam Từ Liêm
"
        Dự án Goldmark City, 136 Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",4600000000.0,169.0,4,0,Tây-Bắc,Đông-Nam,,Công ty TNHH Thương mại - Quảng cáo - Xây dựng - Địa ốc Việt Hân,"Gồm 4 tòa nhà chính: Ánh Sáng, Ruby, Sapphire, Nước",21.0403366088867,105.76758575439501,Tin thường,Bắc Từ Liêm
"
        Trung Yên Plaza, số 1, Phố Trung Hòa, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",3050000000.0,99.0,2,3,Tây-Nam,Đông-Bắc,,Tổng công ty Đầu tư Phát triển Hạ tầng đô thị - UDIC,3 khối nhà liên hoàn cao 19 tầng nổi và 2 tầng hầm,21.014102935790998,105.801788330078,Tin thường,Cầu Giấy
"
        Dự án An Bình City, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",3700000000.0,112.0,3,2,Bắc,Nam,Full đồ.,Công ty CP Xuất nhập khẩu tổng hợp Hà Nội - Geleximco,"gồm: 08 tòa chung cư cao 35 tầng (A2, A3, A6, A7) và 28 tầng (A1, A4, A5, A8)",21.0495662689209,105.778594970703,Tin thường,Bắc Từ Liêm
"
        Dự án Green Stars, Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội
    ",2000000000.0,66.8,2,2,Đông-Nam,Tây-Bắc,Đầy đủ.,Công ty CP Ngôi sao An Bình,"Gồm 7 tòa tháp, 3 tòa A (A1, A2, A3) cao 27 tầng và 4 tòa B (B4, B5, B6, B7) cao 21 tầng",21.0523986816406,105.78018188476601,Tin thường,Bắc Từ Liêm
"
        Dự án Chung cư Đại Thanh, Đường Phan Trọng Tuệ, Xã Tả Thanh Oai, Thanh Trì, Hà Nội
    ",870000000.0,55.8,2,2,Tây-Nam,Đông-Nam,,Xí nghiệp Xây dựng Tư nhân Số 1 Lai Châu,"Dự án gồm 6 tòa chung cư CT8 (A, B, C) & CT10 (A, B , C) cao 32 tầng, với 2 tầng hầm",20.957574844360398,105.806900024414,Tin thường,Thanh Trì
"
        Dự án Booyoung, Đường Vũ Trọng Khánh, Hà Đông, Hà Nội
    ",2200000000.0,74.0,2,2,Đông-Nam,Tây-Bắc,Bàn giao full nội thất cao cấp nhập khẩu Hàn Quốc.,Công ty Booyoung,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,Tin thường,Hà Đông
"
        The Garden Hills - 99 Trần Bình, Số 99, Phố Trần Bình, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội.
    ",2350000000.0,81.0,2,2,Bắc,Nam,"Nội thất: Sàn gỗ, trần thạch cao, cửa khoá từ, full thiết bị vệ sinh, nóng lạnh ...",Công ty CP Xây dựng và Phát triển Hạ tầng Đô thị - BID Việt Nam,"Gồm 2 khối nhà 29 tầng (HH2) và 25 tầng (HH1), có chung khối đế 5 tầng với 2 tầng hầm",21.0304050445557,105.777030944824,Tin thường,Nam Từ Liêm
"
        Dự án Mỹ Đình I, Đường Hàm Nghi, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",3100000000.0,80.0,2,2,Tây-Bắc,Đông-Nam,Full nội thất.,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,Tin thường,Nam Từ Liêm
"
        Dự án An Lạc Mỹ Đình, Đường Lưu Hữu Phước, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội.
    ",2950000000.0,120.0,4,2,Bắc,Nam,Full nội thất.,Công ty CP Đầu tư An Lạc,"11 tầng nổi, 1 tầng hầm",21.0330371856689,105.761665344238,Tin thường,Nam Từ Liêm
"
        Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",2150000000.0,97.0,3,2,Đông-Nam,Tây-Bắc,Để lại cho chủ mới toàn bộ đồ nội thất sịn.,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,Tin thường,Nam Từ Liêm
"
        Dự án Tây Nam Hồ Linh Đàm, Đường Bằng A, Phường Hoàng Liệt, Hoàng Mai, Hà Nội
    ",1540000000.0,73.0,3,2,Đông-Bắc,Tây-Nam,"- Nội thất: Sàn gỗ, tủ quần áo, giường, điều hòa 2 cái, bình nóng lạnh, lò vi sóng, tủ lạnh, sàn gỗ, kệ bếp đá, quạt treo tường 2 cái, quạt cây 1 cái,...",Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,"Gồm chung cư, biệt thự, liền kề",20.9626617431641,105.82126617431601,Tin thường,Hoàng Mai
"
        Dự án Mỹ Đình I, Đường Lưu Hữu Phước, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội
    ",2000000000.0,86.0,2,2,Nam,Bắc,Full nội thất.,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,Tin thường,Nam Từ Liêm
"
        Dự án Bea Sky, Phường Đại Kim, Hoàng Mai, Hà Nội
    ",3000000000.0,84.51,3,2,Đông-Bắc,Tây-Nam,"Bàn giao full nội thất: Ốp trần thạch cao, sàn gỗ, 4 điều hoà, bồn cầu, nóng lạnh, cửa từ, thiết bị bếp, hệ thống chiếu sáng, kính cửa đầy đủ",,Tòa tháp cao 26 tầng,20.9739685058594,105.82169342041,Tin thường,Hoàng Mai
"
        Dự án Mỹ Đình II, Đường Lê Đức Thọ, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2850000000.0,130.0,3,2,Tây-Bắc,Đông-Nam,PHUN NỘI THẤT,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,,21.0315856933594,105.768203735352,Tin thường,Nam Từ Liêm
"
        Dự án KĐT Xa La, Phố Phùng Hưng, Phường Phúc La, Hà Đông, Hà Nội
    ",850000000.0,52.5,2,1,Đông-Nam,Tây-Bắc,,Doanh nghiệp tư nhân xây dựng số 1 tỉnh Điện Biên,10 toà nhà chung cư từ 21 đến 34 tầng,20.962467193603498,105.79236602783199,Tin thường,Hà Đông
"
        Dự án Hemisco Xa La, Đường Xa La, Phường Phúc La, Hà Đông, Hà Nội
    ",1460000000.0,89.0,3,2,Đông-Bắc,Tây-Nam,,Công ty CP Sông Đà 1.01,"Gồm 29 tầng nổi và 2 tầng hầm với tổng diện tích xây dựng gần 1.600 m2. Tòa nhà được chia thành các phân khu như: Khu thương mại – dịch vụ, khu văn phòng, khu căn hộ, nhà trẻ.",20.961841583252,105.79552459716801,Tin thường,Hà Đông
"
        Dự án VC7 Housing Complex - 136 Hồ Tùng Mậu, Đường Hồ Tùng Mậu, Phường Phú Diễn, Bắc Từ Liêm, Hà Nội
    ",2480000000.0,95.0,3,2,Đông-Nam,Tây-Bắc,"Full nội thất bao gồm sàn gỗ, trần thạch cao, tủ bếp, điều hòa, thiết bị vệ sinh cao cấp...",Công ty CP Xây dựng số 7,"2 tòa cao 27 tầng nổi, 2 tầng hầm",21.0451335906982,105.767791748047,Tin thường,Bắc Từ Liêm
"
        Dự án 101 Láng Hạ, Phố Láng Hạ, Phường Láng Hạ, Đống Đa, Hà Nội
    ",5200000000.0,162.5,3,2,Tây-Nam,Đông-Bắc,,Công ty Cổ phần Xây Dựng Số 5,"Tòa nhà gồm 28 tầng, 02 tầng hầm để xe",21.0137214660645,105.8134765625,Tin thường,Đống Đa
"
        Dự án Mỹ Đình I, Đường Nguyễn Cơ Thạch, Thị trấn Cầu Diễn, Nam Từ Liêm, Hà Nội.
    ",1850000000.0,86.0,2,2,Đông-Nam,Tây-Bắc,Nội thất.,Tổng Công ty Đầu tư phát triển nhà và đô thị Bộ Quốc Phòng ,Gồm các tòa nhà cao tầng và nhà thấp tầng,21.0341358184814,105.764106750488,Tin thường,Nam Từ Liêm
"
        Dự án Mỹ Đình II, Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2200000000.0,90.0,3,2,Tây-Bắc,Đông-Nam,Full nội thất.,Tổng Công ty Đầu tư Phát triển Nhà và Đô thị HUD,,21.0315856933594,105.768203735352,Tin thường,Nam Từ Liêm
"
        Dự án Vinhomes D'Capitale, Đường Trần Duy Hưng, Phường Trung Hòa, Cầu Giấy, Hà Nội
    ",3550000000.0,72.0,2,2,Tây-Bắc,Đông-Nam,Đầy đủ nội thất.,Tân Hoàng Minh Group,Gồm 4 tòa căn hộ và 2 tòa văn phòng,21.0058059692383,105.79437255859399,Tin thường,Cầu Giấy
"
        Dự án Phú Thịnh Green Park, Đường Tô Hiệu, Phường Nguyễn Trãi, Hà Đông, Hà Nội
    ",1519000000.0,64.0,2,2,Tây-Bắc,Đông-Nam,,,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",20.96728515625,105.778175354004,Tin thường,Hà Đông
"
        Dự án Tây Hồ Residence, Tây Hồ, Hà Nội
    ",2600000000.0,86.15,3,2,Nam,Bắc,CHỦ ĐẦU TƯ,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội ,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,21.0555438995361,105.805130004883,Tin thường,Tây Hồ
"
        Dự án Phú Thịnh Green Park, Đường Cầu Đơ, Phường Nguyễn Trãi, Hà Đông, Hà Nội
    ",1519000000.0,64.0,2,2,Nam,Bắc,,,"37 tầng nổi và 1 tầng hầm, 532 căn hộ",20.96728515625,105.778175354004,Tin thường,Hà Đông
"
        Dự án Times City - Park Hill, Đường Minh Khai, Phường Vĩnh Tuy, Hai Bà Trưng, Hà Nội
    ",4800000000.0,106.0,3,2,Nam,Nam,"Hệ thống đèn chiếu sáng sang trọng, điều hòa âm trần, sàn gỗ, tủ âm tường, bếp, tủ bếp và các thiết bị vệ sinh cao cấp...",Tập đoàn Vingroup,,20.994333267211896,105.86756134033199,Tin thường,Hai Bà Trưng
"
        Dự án Booyoung, Đường Vũ Trọng Khánh, Phường Mỗ Lao, Hà Đông, Hà Nội
    ",2604000000.0,95.54,3,2,Nam,Bắc,Full nội thất cơ bản,Công ty Booyoung,6 toà nhà cao 30 tầng và 3 tầng hầm,20.9824485778809,105.782279968262,Tin thường,Hà Đông
"
        Dự án Mỹ Đình Plaza 2, Đường Nguyễn Hoàng, Phường Mỹ Đình 2, Nam Từ Liêm, Hà Nội
    ",2500000000.0,89.0,2,2,Đông-Bắc,Đông-Nam,"Đầy đủ nội thất. Nhà đã làm nội thất đẹp, đầy đủ nội thất cơ bản: Sàn gỗ, trần thạch cao, tủ bếp, điều hoà, nóng lạnh, giường tủ...",Công ty CP Xây lắp Điện 1,Tòa nhà cao 28 tầng,21.0310840606689,105.77456665039101,Tin thường,Nam Từ Liêm
